PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
4k5p, 1.0, 1.0, 1.0, 6.0, 6.0, 5.0, 0.0, 0.0, 15.0, 3.0, 1.902333059228, -0.22958780813639995, 150.51000000000002, 21.23011381160885, 8.737181274045662, 0.4573383394117995, 0.45733497451941096, 0.03637853443822403, 0.026244872283431593, 2.581478369250097e-06, 2.581478320679794e-06, 7.361471276061016, 0.9558823757350893, 0.9201278982389637, 0.9201277943914697, 5.405280960122999, 2.778431177179033, 0.56473360288607, 0.5647333908374197, 0.0, 0.0, -2.4297524474903454, -1.595738246166862, -125.19738970208401, 74.72966216547734
1f74, 0.0, 1.0, 0.0, 2.0, 5.0, 8.0, 0.0, 0.0, 20.0, 9.0, 0.551729905721, -3.7501634481373998, 167.21999999999997, 9.974561711158387, 7.328572331698826, 1.8735144376556099, 1.5163080399985247, 0.0, 0.0, 0.0, 0.0, 0.8209700121393164, 0.27075528592317744, 0.0, 0.0, 4.040419498003954, 3.5399645208791486, 4.548899566144609, 3.015860127607185, 0.0, 0.0, -0.04781685174177244, -0.3381105757422085, -120.67907956631382, 60.496719584587154
5uc4, 0.0, 0.0, 3.0, 13.0, 1.0, 4.0, 0.0, 0.0, 23.0, 3.0, 4.898132696024, 4.1649820655091006, 59.3, 5.511517700054653, 5.5055701343902905, 0.5736166372210507, 0.5736166371191523, 0.0, 0.0, 1.6029688540522688e-09, 1.6029688540522688e-09, 16.71885891500845, 2.818649026037371, 2.5409683817740813e-06, 2.5409683817740813e-06, 0.8250075822265898, 0.7821415946213475, 1.100107170519538, 1.100107113838522, 0.0, 0.0, -0.02993573795366905, -0.14883476958478067, -162.16768870602252, 79.46221641780993
5zhl, 2.0, 0.0, 2.0, 16.0, 5.0, 2.0, 0.0, 0.0, 30.0, 12.0, 6.3543666900529985, 3.809094415163439, 117.02, 13.59499396419237, 10.833821661374873, 1.0389004243817004, 1.038888044410996, 0.16904250347045618, 0.16904250347045618, 0.0, 0.0, 8.620528179665142, 2.6889554880432627, 7.916772366059771e-08, 7.916772366059771e-08, 3.9489378306208356, 3.6966819550785694, 0.9593434876861426, 0.9593434876541426, 0.0, 0.0, 0.4577654159869113, -0.10341961209697173, -193.84363945504444, 97.14760580383727
5vi6, 0.0, 0.0, 2.0, 20.0, 5.0, 7.0, 0.0, 0.0, 45.0, 11.0, 6.741633295441002, 2.5612261428334, 160.6, 24.012703047386374, 14.277595076652982, 0.5874914572333964, 0.4812082447020774, 0.0, 0.0, 3.094341834306488e-05, 3.094341834306488e-05, 13.09941052997093, 2.1222471794541664, 0.999999999868098, 0.9999999998665198, 7.898608875986119, 4.675188241105303, 1.8893385251217683, 1.7704535491620255, 0.0, 0.0, 0.09563598795309033, -0.13281091954922475, -215.3790260573471, 115.6158469919752
1igb, 1.0, 0.0, 1.0, 7.0, 5.0, 2.0, 1.0, 0.0, 14.0, 3.0, 2.982704558108, 1.4638848300854, 76.97, 6.493563620428873, 6.459133235773326, 1.074936887002725e-05, 7.3913351111880835e-06, 0.42130891497534845, 0.2864335822279083, 1.2214040855937652e-13, 1.1926947566153134e-13, 22.120787755548633, 1.9313924766909532, 1.2919102614338158, 0.9999403702033471, 4.266282225555099, 2.99876289980536, 1.7262450926373008e-10, 1.7262342089201604e-10, 0.2403396959111798, 0.08378942877424884, 0.49912729472049033, 0.7673966084573483, -129.32658546749659, 88.87810499685447
3aid, 1.0, 0.0, 3.0, 23.0, 3.0, 3.0, 0.0, 0.0, 37.0, 12.0, 7.634429859796999, 4.016210724343501, 87.66, 8.495892149446439, 8.326033966179764, 0.12254581133914032, 0.12254404206324059, 0.0, 0.0, 0.0, 0.0, 24.79304957694555, 5.251146153829466, 1.7156625880743047e-11, 1.7156625880743047e-11, 2.5612187864633267, 1.6085165210094572, 0.788378645483214, 0.7883786453418251, 0.0, 0.0, -0.15186365717414663, -0.1138429141835581, -215.90739984881057, 90.82430782951606
2fxu, 0.0, 0.0, 0.0, 20.0, 4.0, 8.0, 0.0, 0.0, 50.0, 18.0, 7.966978743695002, 4.355171060200799, 143.42000000000002, 9.639722072417868, 8.603859019858929, 0.12520126319618294, 0.12520126249199773, 0.0, 0.0, 0.0, 0.0, 24.472860340579288, 4.733480603496697, 0.0, 0.0, 0.8643363268328759, 0.8550883548754759, 1.982678132713767, 1.982678128234319, 0.0, 0.0, -0.4808270809887683, -0.04436253939115459, -295.2458714398477, 142.4649242262801
3gcu, 0.0, 0.0, 5.0, 21.0, 5.0, 5.0, 0.0, 0.0, 38.0, 6.0, 7.353533266825999, 4.7002286791496, 122.78, 10.982543632360219, 8.993852032206343, 0.12368834445636977, 0.12303944054269016, 0.0, 0.0, 1.1744214828990285, 1.1744214488925269, 30.456928613282997, 4.82283407324651, 1.0001686711102356, 1.0001686710845474, 2.864511509339937, 2.724592006230108, 1.917839014439983, 1.917839012993289, 0.0, 0.0, -0.06010975317402799, -0.1282843848742163, -281.2389202009798, 132.1344307040849
1u33, 0.0, 0.0, 0.0, 1.0, 11.0, 17.0, 0.0, 0.0, 36.0, 8.0, 1.00576102608, -7.1564671637729, 272.8399999999999, 11.889920248058452, 9.165642957214835, 0.5257659235465828, 0.5249938340340099, 0.0, 0.0, 0.0, 0.0, 2.88413963567615, 0.7132087256057462, 0.0, 0.0, 11.403443603627824, 5.662712101620071, 2.3426788306567796, 2.3175461997847693, 0.0, 0.0, -0.37409529667992863, 0.2205330212261255, -208.09179344735827, 110.99780658458695
