PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_OCC_SUM, ENV_HBA_OCC_MAX, ENV_HBD_OCC_SUM, ENV_HBD_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_SCORE_SUM, HBD_HBA_SCORE_MAX, HBA_HBD_SCORE_SUM, HBA_HBD_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
2ikg,0.0,1.0,2.0,7.0,0.0,7.0,0.0,0.0,20.0,6.0,2.527773474229,1.8411623754049,122.19,9.12502685192428,6.476372579272779,1.847678235521908,1.525746997482292,0.0,0.0,3.6875800472029677e-10,3.6871982245869337e-10,17.10665985301816,1.721830041022499,3.206380334653006,1.99487856830937,0.0,0.0,3.8731754897252015,2.9939349719660724,0.0,0.0,-0.4727899401718049,-0.2780653744070859,-174.91633822895355,100.46043829453409
4lb3,0.0,1.0,2.0,15.0,1.0,5.0,2.0,0.0,24.0,6.0,5.623087485689,4.1956506121141,78.46,10.038594231236424,6.798579449515601,1.742284939215646,1.1910981256090685,0.0,0.0,1.0616342169419104e-10,1.0598770071066972e-10,32.31090847570381,3.317804107630158,2.611902422091462,1.5866662138843917,1.7561618920120558e-07,1.7561463535579733e-07,2.77763525151274,2.0043145247981493,2.991438601723435,1.999999134054527,-0.8801049862237704,-0.2600998958928947,-210.5022669799809,127.23205217153593
4xzi,0.0,1.0,1.0,11.0,0.0,5.0,4.0,0.0,25.0,5.0,5.137733769196999,3.57251557695404,89.98,7.6967173062741825,4.9902688565711095,1.6866067780280989,0.906492186842776,0.0,0.0,0.0,0.0,24.66224558557783,3.541951678559363,1.000273999990774,0.999999972850984,0.0,0.0,2.7113091459201573,1.998779475295628,1.0974155283177065,1.0974137099479242,-1.0884223113416425,-0.3024569930107172,-169.53847532541943,93.24303704709313
4lbs,0.0,1.0,2.0,16.0,1.0,6.0,2.0,0.0,25.0,6.0,5.516510150586999,4.0890732770121,78.46,10.55784609466906,7.335158055718872,1.7062899948309145,1.1862734992045216,0.0,0.0,1.4522937708799115e-10,1.4503749837345712e-10,32.26471882544852,3.4031333929657626,3.009723360789554,1.9655409883701804,7.116897319396864e-07,7.116842686490754e-07,2.8523057001048784,2.0060782389495757,3.020694300833002,1.999996939112364,-0.996743150919768,-0.2739626060413008,-207.27033345679865,123.29919280885407
4laz,0.0,1.0,2.0,14.0,1.0,4.0,2.0,0.0,23.0,6.0,5.441582186032001,4.0141453124571,78.46,10.589581934748963,7.340814814344501,2.8258859776790977,2.2738712835984,0.0,0.0,1.0797234642601248e-10,1.0780713708500564e-10,31.07540149198054,3.2281134157396214,2.9180625960048614,1.901243140708652,4.253092580788844e-08,4.252978307503795e-08,2.8244172471507474,1.9952267753503896,3.0243402918222446,1.999997873871344,-0.961870053058396,-0.269359375576881,-204.9826778026984,121.92645329837002
4lbr,0.0,1.0,2.0,16.0,1.0,6.0,2.0,0.0,25.0,6.0,5.804592785345999,4.3771559117711,78.46,10.470590161546776,7.406913513976559,1.426269267977183,0.9173058662267852,0.0,0.0,1.1380470254889618e-10,1.1359924029919688e-10,33.95183446350097,3.521155690296755,2.897353607349197,1.8672162559167025,1.307917856079065e-07,1.307846604712107e-07,2.8417253093885084,2.0032638824849007,2.9455344602782736,1.999999546752261,-0.8658516165777561,-0.2661578708399309,-213.0760352945084,129.9344393039807
4xzh,0.0,1.0,1.0,8.0,0.0,6.0,1.0,0.0,23.0,5.0,2.962079035211,1.0730347779539404,123.89,7.465824781532061,4.77620835656901,1.622173981056962,1.0690565632864928,0.0,0.0,1.0529456573376633e-12,1.0529456573376633e-12,19.810212399860067,2.013291826765492,2.0136036630952416,0.9999073774327242,0.0,0.0,3.6891901445863975,2.949913687790411,1.5509123808196896,0.9656665471814414,-0.8464151834967447,-0.2946697046653665,-193.07623755135936,113.6575016379131
4qxi,0.0,1.0,2.0,13.0,3.0,5.0,1.0,0.0,24.0,6.0,4.229522883331,2.2568293034824003,104.48,9.250899266047655,5.928472395920364,2.1681559965858392,1.615894622562885,0.0,0.0,3.0419685162058183e-10,3.0408320738614507e-10,23.79428956696017,2.6119652625237184,3.188381159450971,1.992349451753616,0.9365542046991244,0.9171102570167796,2.891188754845673,2.0332994473942363,1.995759674203818,0.999999919898003,-0.9137403911358984,-0.2858908510480592,-196.2691208548492,111.19978375423992
2ikh,0.0,1.0,2.0,4.0,0.0,9.0,0.0,0.0,18.0,5.0,1.499540290668,0.8294196660448003,160.63,8.138317924178844,5.446223121793544,1.5051045707528876,1.1711142891905368,0.0,0.0,1.8557021807076095e-09,1.8556818040300735e-09,10.773393753202658,1.009057308324558,4.377774131341674,1.9974330910780829,0.0,0.0,3.7279593382934166,2.9910384020107776,0.0,0.0,-0.4220416901518127,-0.2591115695710447,-145.3930365273165,82.14219647555717
4lb4,0.0,1.0,2.0,18.0,1.0,8.0,2.0,0.0,27.0,6.0,5.879520749900999,4.4520838763261,78.46,10.618091300287333,7.4400312270297615,1.6422350925770108,1.1045008816652293,0.0,0.0,1.3898647471047132e-10,1.3878743523661134e-10,35.07095551277623,3.739415859944679,2.999282710090471,1.9609701403023316,6.1803634877045e-07,6.180310472268832e-07,3.6558180029060505,2.8304669810541503,3.005774443243925,1.99999752670049,-1.0048479468804803,-0.2814173263442803,-212.51222896298268,128.6930927954157
4lau,0.0,1.0,2.0,14.0,1.0,4.0,2.0,0.0,23.0,6.0,5.153499551273001,3.7260626776981,78.46,10.134462299190112,6.874742365507663,2.26499024841448,1.6850523086073423,0.0,0.0,1.3333496531503614e-10,1.3317739611693325e-10,29.69958681951238,3.0916609405946964,3.0009373355347746,1.965310243166022,2.6915488094462376e-07,2.691536211701367e-07,2.816963338226388,1.996555086744734,3.0550647209603112,1.99999531145258,-1.005713778274138,-0.2695083481831494,-200.4537834902039,115.466105924527
