PDB code, PI_COUNT, NI_COUNT, AR_COUNT, H_COUNT, HBD_COUNT, HBA_COUNT, XBD_COUNT, XBA_COUNT, HBD_N3_COUNT, HBD_N2_COUNT, HBD_Nar_COUNT, HBD_Nam_COUNT, HBD_Npl3_COUNT, HBD_N4_COUNT, HBD_O3_COUNT, HBD_S3_COUNT, HBA_N3_COUNT, HBA_N2_COUNT, HBA_N1_COUNT, HBA_Nar_COUNT, HBA_Npl3_COUNT, HBA_O3_COUNT, HBA_O2_COUNT, HBA_Oco2_COUNT, HBA_S3_COUNT, HBA_S2_COUNT, HVY_ATOM_COUNT, ROT_BOND_COUNT, TOTAL_HYD, LOGP, TPSA, ENV_HBA_N_OCC_SUM, ENV_HBA_N_OCC_MAX, ENV_HBA_O_OCC_SUM, ENV_HBA_O_OCC_MAX, ENV_HBA_S_OCC_SUM, ENV_HBA_S_OCC_MAX, ENV_HBD_N_OCC_SUM, ENV_HBD_N_OCC_MAX, ENV_HBD_O_OCC_SUM, ENV_HBD_O_OCC_MAX, ENV_HBD_S_OCC_SUM, ENV_HBD_S_OCC_MAX, PI_AR_SCORE_SUM, PI_AR_SCORE_MAX, AR_PI_SCORE_SUM, AR_PI_SCORE_MAX, H_H_SCORE_SUM, H_H_SCORE_MAX, AR_AR_SCORE_SUM, AR_AR_SCORE_MAX, HBD_HBA_N_SCORE_SUM, HBD_HBA_N_SCORE_MAX, HBD_HBA_O_SCORE_SUM, HBD_HBA_O_SCORE_MAX, HBD_HBA_S_SCORE_SUM, HBD_HBA_S_SCORE_MAX, HBD_N3_HBA_N_SCORE_SUM, HBD_N3_HBA_N_SCORE_MAX, HBD_N3_HBA_O_SCORE_SUM, HBD_N3_HBA_O_SCORE_MAX, HBD_N3_HBA_S_SCORE_SUM, HBD_N3_HBA_S_SCORE_MAX, HBD_N2_HBA_N_SCORE_SUM, HBD_N2_HBA_N_SCORE_MAX, HBD_N2_HBA_O_SCORE_SUM, HBD_N2_HBA_O_SCORE_MAX, HBD_N2_HBA_S_SCORE_SUM, HBD_N2_HBA_S_SCORE_MAX, HBD_Nar_HBA_N_SCORE_SUM, HBD_Nar_HBA_N_SCORE_MAX, HBD_Nar_HBA_O_SCORE_SUM, HBD_Nar_HBA_O_SCORE_MAX, HBD_Nar_HBA_S_SCORE_SUM, HBD_Nar_HBA_S_SCORE_MAX, HBD_Nam_HBA_N_SCORE_SUM, HBD_Nam_HBA_N_SCORE_MAX, HBD_Nam_HBA_O_SCORE_SUM, HBD_Nam_HBA_O_SCORE_MAX, HBD_Nam_HBA_S_SCORE_SUM, HBD_Nam_HBA_S_SCORE_MAX, HBD_Npl3_HBA_N_SCORE_SUM, HBD_Npl3_HBA_N_SCORE_MAX, HBD_Npl3_HBA_O_SCORE_SUM, HBD_Npl3_HBA_O_SCORE_MAX, HBD_Npl3_HBA_S_SCORE_SUM, HBD_Npl3_HBA_S_SCORE_MAX, HBD_N4_HBA_N_SCORE_SUM, HBD_N4_HBA_N_SCORE_MAX, HBD_N4_HBA_O_SCORE_SUM, HBD_N4_HBA_O_SCORE_MAX, HBD_N4_HBA_S_SCORE_SUM, HBD_N4_HBA_S_SCORE_MAX, HBD_O3_HBA_N_SCORE_SUM, HBD_O3_HBA_N_SCORE_MAX, HBD_O3_HBA_O_SCORE_SUM, HBD_O3_HBA_O_SCORE_MAX, HBD_O3_HBA_S_SCORE_SUM, HBD_O3_HBA_S_SCORE_MAX, HBD_S3_HBA_N_SCORE_SUM, HBD_S3_HBA_N_SCORE_MAX, HBD_S3_HBA_O_SCORE_SUM, HBD_S3_HBA_O_SCORE_MAX, HBD_S3_HBA_S_SCORE_SUM, HBD_S3_HBA_S_SCORE_MAX, HBA_HBD_N_SCORE_SUM, HBA_HBD_N_SCORE_MAX, HBA_HBD_O_SCORE_SUM, HBA_HBD_O_SCORE_MAX, HBA_HBD_S_SCORE_SUM, HBA_HBD_S_SCORE_MAX, HBA_N3_HBD_N_SCORE_SUM, HBA_N3_HBD_N_SCORE_MAX, HBA_N3_HBD_O_SCORE_SUM, HBA_N3_HBD_O_SCORE_MAX, HBA_N3_HBD_S_SCORE_SUM, HBA_N3_HBD_S_SCORE_MAX, HBA_N2_HBD_N_SCORE_SUM, HBA_N2_HBD_N_SCORE_MAX, HBA_N2_HBD_O_SCORE_SUM, HBA_N2_HBD_O_SCORE_MAX, HBA_N2_HBD_S_SCORE_SUM, HBA_N2_HBD_S_SCORE_MAX, HBA_N1_HBD_N_SCORE_SUM, HBA_N1_HBD_N_SCORE_MAX, HBA_N1_HBD_O_SCORE_SUM, HBA_N1_HBD_O_SCORE_MAX, HBA_N1_HBD_S_SCORE_SUM, HBA_N1_HBD_S_SCORE_MAX, HBA_Nar_HBD_N_SCORE_SUM, HBA_Nar_HBD_N_SCORE_MAX, HBA_Nar_HBD_O_SCORE_SUM, HBA_Nar_HBD_O_SCORE_MAX, HBA_Nar_HBD_S_SCORE_SUM, HBA_Nar_HBD_S_SCORE_MAX, HBA_Npl3_HBD_N_SCORE_SUM, HBA_Npl3_HBD_N_SCORE_MAX, HBA_Npl3_HBD_O_SCORE_SUM, HBA_Npl3_HBD_O_SCORE_MAX, HBA_Npl3_HBD_S_SCORE_SUM, HBA_Npl3_HBD_S_SCORE_MAX, HBA_O3_HBD_N_SCORE_SUM, HBA_O3_HBD_N_SCORE_MAX, HBA_O3_HBD_O_SCORE_SUM, HBA_O3_HBD_O_SCORE_MAX, HBA_O3_HBD_S_SCORE_SUM, HBA_O3_HBD_S_SCORE_MAX, HBA_O2_HBD_N_SCORE_SUM, HBA_O2_HBD_N_SCORE_MAX, HBA_O2_HBD_O_SCORE_SUM, HBA_O2_HBD_O_SCORE_MAX, HBA_O2_HBD_S_SCORE_SUM, HBA_O2_HBD_S_SCORE_MAX, HBA_Oco2_HBD_N_SCORE_SUM, HBA_Oco2_HBD_N_SCORE_MAX, HBA_Oco2_HBD_O_SCORE_SUM, HBA_Oco2_HBD_O_SCORE_MAX, HBA_Oco2_HBD_S_SCORE_SUM, HBA_Oco2_HBD_S_SCORE_MAX, HBA_S3_HBD_N_SCORE_SUM, HBA_S3_HBD_N_SCORE_MAX, HBA_S3_HBD_O_SCORE_SUM, HBA_S3_HBD_O_SCORE_MAX, HBA_S3_HBD_S_SCORE_SUM, HBA_S3_HBD_S_SCORE_MAX, HBA_S2_HBD_N_SCORE_SUM, HBA_S2_HBD_N_SCORE_MAX, HBA_S2_HBD_O_SCORE_SUM, HBA_S2_HBD_O_SCORE_MAX, HBA_S2_HBD_S_SCORE_SUM, HBA_S2_HBD_S_SCORE_MAX, XBD_XBA_SCORE_SUM, XBD_XBA_SCORE_MAX, ES_ENERGY, ES_ENERGY_SQRD_DIST, VDW_ENERGY_ATT, VDW_ENERGY_REP
model35,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,36.0,3.0,3.315697502821,0.0076540877142005,144.45,1.444214639389541e-14,1.4394676580925813e-14,20.182269065729542,16.435233724092452,0.8828565243910598,0.8828565243901693,0.0036615032033844,0.003661443380419,1.5200017419052831,1.5200017415103526,0.0,0.0,0.0,0.0,0.0,0.0,12.20321287065409,2.1591865344981374,0.9999336988384128,0.9999042076094692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.822417127568049e-17,1.7329799193670446e-17,1.996375622534885,1.9961435131421683,8.657047810238499e-19,8.657047810238499e-19,0.0,0.0,1.036273758107475,0.9940846411474848,1.407676330960089e-17,1.358239662763674e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5724808232566143,0.8348077036998934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.610867417201673e-09,7.408701679333724e-09,0.9997120240837148,0.9997111358425383,0.0,0.0,1.5167527970056085,1.506543687231046,0.9996587969862968,0.999658796986254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0992073641407225,-0.255924349613041,-224.72810098529703,107.12465866148963
6qcb,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,35.0,3.0,7.211528760047001,4.5259116102894,107.53,1.8294695622649548e-14,1.821055769225716e-14,20.82929545697829,15.82595198974971,0.8817835485112362,0.8817835485110872,0.0102051823628268,0.010205089065814,1.3437200448306712,1.343720044452036,0.0,0.0,0.0,0.0,0.0,0.0,23.94922269514213,4.548585847548797,0.9999061883213326,0.999880156864738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.757230226323383e-17,2.6307084146977207e-17,3.0256302126620485,2.9930222963433137,1.2942405297983297e-17,1.2553013841278437e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6066601216097238,0.8406066846340153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.747403210199396e-09,7.688691788832845e-09,0.9988039762189252,0.9988035562847712,0.0,0.0,1.3935681094426782,1.383388428090513,0.9995167665467694,0.999516766546726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2087487177229661,-0.2495386117318953,-238.12062149424875,114.10955260590208
model36,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,3.0,7.551370700926,5.595157520304401,87.29999999999998,1.46699177808983e-14,1.4574284639561384e-14,20.32160571283455,15.31709415174637,0.9398027789731996,0.9398027789729776,0.008557912311025,0.0085576405174748,0.8780488387336448,0.8780488381562903,0.0,0.0,0.0,0.0,0.0,0.0,23.368613344736165,4.655415405444753,0.999892644215524,0.9998823193982346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356061369093776e-17,3.1053565629307636e-17,3.068620133423952,2.9973235236171085,2.4591102033197425e-17,2.404887501123475e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2838242197315133,1.2742410643515134,0.9988729074361388,0.9988729074361082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1359139890880393,-0.1826225005119339,-229.258202848256,106.4799420641368
model31,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,35.0,3.0,6.709049740707,3.1595909467984,127.76,1.9564636684624592e-14,1.951466782302463e-14,18.4594055861602,14.395521977259634,0.9001649612251057,0.9001649612249223,0.0067358902597774,0.0067357058079859,1.2945892631151317,1.2945892627045557,0.0,0.0,0.0,0.0,0.0,0.0,22.831541433765253,4.248031829344966,0.9999763760984668,0.9999587893522236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4914427043113713e-17,2.947511482834925e-17,3.0433080300350595,2.990893402851245,1.3564839932397053e-17,1.3172173611464856e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0849807501922597e-18,9.326251401221444e-19,2.6343060857404117,1.831595539399796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3268113446302336e-08,1.3220140802886249e-08,0.998648034506802,0.9986477836953952,0.0,0.0,1.2221162418022609,1.2109126692405192,0.998389753072294,0.9983897530722544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1736171319569572,-0.2472634942354876,-232.4870841130096,112.863282851871
6qbg,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,39.0,3.0,8.475888393139,5.7902712433814,107.53000000000002,3.5080591085917764e-14,3.4947552715078465e-14,20.407617564572032,16.424336029429647,1.8356431287289767,1.8356431287287405,0.0090297252514876,0.0090296308906285,1.5366487155114803,1.5366487150766497,0.0,0.0,0.0,0.0,0.0,0.0,24.909895393167528,5.385663006292565,2.000721735610962,1.9997101243477895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.302677354387619e-17,2.8970078398662643e-17,3.2802930720557057,2.9943923343289995,2.967442322540501e-17,2.8954447077692727e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.616696256040866,0.8237847091678172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4683278820595395e-09,5.387535308927993e-09,0.9996229155807066,0.9996223797897626,0.0,0.0,1.3569409491422846,1.348320145827875,0.9999089314538524,0.9999089314538048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2954503861030959,-0.2629327045214215,-249.95206003178643,120.46892586968733
model24,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,34.0,3.0,5.3034020912290005,2.6043578405155,148.66,3.382184172004163e-14,3.3746338631850087e-14,20.54313944967341,15.542065483147097,0.8793092811711685,0.8793092811709879,0.0094428305602782,0.0094427489677451,1.4446858083252834,1.4446858078277858,0.0,0.0,0.0,0.0,0.0,0.0,15.077469798335189,3.196359001181728,1.0000044028238315,0.9999946294980464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5568554151090145e-17,2.3600686989804792e-17,3.2614460529887563,2.9906610585919284,1.6960559355491488e-17,1.6504182965646632e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5834947924973837,0.8319584695991062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4545741372079683e-13,4.450836646547542e-13,5.7801821412461056e-15,5.6281831726586325e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.694013742021386e-09,7.623051064280084e-09,0.9990717320453016,0.9990711176752372,0.0,0.0,1.4129491660622824,1.4051890179166973,0.9992823548458502,0.999282354845802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4077105054422126,-0.251131846747798,-230.5155058274852,112.27633870000574
model25,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,39.0,4.0,7.157737250981,4.0081084207116,120.42,6.354292995695523e-13,6.120825961937025e-13,18.50939981274786,15.02685760255869,0.8577005358254132,0.857700535825192,0.0139799039938777,0.0139798613206394,1.34982309336726,1.349823093050646,0.0,0.0,0.0,0.0,0.0,0.0,23.444096640857733,4.5201143546696,1.0158749929472817,1.015853950233457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8350450338649174e-17,1.6392423545481285e-17,3.046369699282747,2.992587636324762,1.2455863558232629e-17,1.2011334693053265e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6003410553656416,0.8377584415586177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384399898557385,0.3843998985573842,5.0509768600446035e-17,5.0431811262906326e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643507494998549e-09,6.56546474618445e-09,0.9993295621852946,0.9993290068160228,0.0,0.0,1.4818439388886946,1.473437900985787,0.9989133125770918,0.9989133125770516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.218585649390954,-0.2679652679000322,-247.85730507668143,118.9398833474765
6qbh,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,36.0,3.0,7.407497124597,4.5882488190044,116.76,1.4039272845987708e-14,1.384733067220326e-14,18.70627021266413,15.715254966683316,0.011565379102985,0.0115653791022023,0.0043620221273151,0.0043619187506952,1.555082362177992,1.5550823619438865,0.0,0.0,0.0,0.0,0.0,0.0,22.198746747844183,4.487574692572728,0.9999109087408962,0.9998542777389542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1942741131708564e-17,1.783381956731364e-17,1.9973056073201647,1.9970958532630945,1.4105293483398264e-18,1.4105293483398264e-18,0.0,0.0,1.0056528002584444,0.9896952093191816,1.858376301564695e-17,1.7934237227429625e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.543414888878457,0.8128637302424282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.601058170627446e-09,3.3552778588174212e-09,0.9998625477746794,0.9998610735470564,0.0,0.0,1.463829264781281,1.4555147189111128,0.9997829301209644,0.9997829301209148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0961053328602985,-0.2412147760900533,-235.31162924443535,112.68367524141028
model22,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,38.0,3.0,7.205735150457,4.5066908997435,123.32,5.3165384771395916e-14,5.2980699770468335e-14,18.12484591418055,14.85363861361353,0.0070663220062426,0.0070663220061889,0.0100775399834493,0.0100774996995468,1.4232959682590558,1.4232959680388149,0.0,0.0,0.0,0.0,0.0,0.0,19.358857654500618,4.402124058811406,1.0119058163239492,1.0118534229434548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.253509572819235e-15,4.253509572819235e-15,2.9012949852528074e-11,2.111322790968448e-11,0.0,0.0,2.6772123581731897e-17,1.54123291173275e-17,3.016080956052018,2.995822137639697,2.0297847903325828e-17,1.9725410625680762e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6807284556027461e-19,1.6807284556027461e-19,1.6173271959536064,0.8115283021287769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9760145293922963e-12,1.9737909323947244e-12,1.0106618057775049e-15,1.005101990847332e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.980919576609367e-09,3.870363170160629e-09,0.999692933002727,0.9996923097992012,0.0,0.0,1.577748523408461,1.575900600398025,0.9998284042450436,0.9998284042450032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0700957263104615,-0.2465027082991439,-238.85771777719089,112.70345798664822
model08,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,33.0,2.0,6.709049740707,3.8889949159344,107.53,1.916408419507212e-14,1.9106602882805025e-14,18.4218478877103,14.476445749105892,0.8943911952935193,0.8943911952933099,0.0089894923701832,0.0089893832386498,1.4640802830467323,1.4640802827199728,0.0,0.0,0.0,0.0,0.0,0.0,22.74271576342216,4.291717277018775,0.9999630525367263,0.999931672707661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.669523691109397e-17,2.564525506236281e-17,3.0751759055764345,2.989753738443971,1.3756050385621036e-17,1.3245514124402437e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.570079456205926,0.8306406365711736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.242423821299102e-09,6.1318291232315206e-09,0.9995966418871712,0.999595905305686,0.0,0.0,1.3328267681812511,1.3223419716359248,0.9985782880743096,0.9985782880742672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1951980455297879,-0.254170708516334,-217.3868212885249,104.47026812563152
